policy_id,policy_label,policy_domain,outcome_column,outcome_label,outcome_family,d5_validation_score,d5_tier,design_integrity_score,bias_sensitivity_score,mechanism_score,china_transfer_readiness_score,claim_precision_score,d6_total_score,d6_grade,d6_claim_level,design_checks,design_passes,design_partials,design_failures,attenuation_fraction_needed_to_lose_p_lt_0_10,omitted_bias_sd_needed_to_flip_sign,matched_province_count,mean_top_transfer_score,mechanism_note,answer_line,boundary_note
primary_care_ncd_ready,基层NCD服务准备度提升,基层NCD连续服务,ncd_service_coverage_score,NCD服务覆盖综合分,service_coverage_intermediate,0.72,政策适配候选,0.6405000000000001,0.21688994358268557,0.55,0.6495505369361256,1.0,0.5746963441026692,机制/探索证据,只作机制解释、敏感性或探索材料。,12,5,4,3,0.0,0.0722966478608952,31,0.7982021477445026,政策包机制可解释，主要用于适配而非单独因果证明。,基层NCD服务准备度提升 -> NCD服务覆盖综合分：证据分=0.57，机制/探索证据；只作机制解释、敏感性或探索材料。,服务覆盖/能力路径可以说明政策响应改善，但不直接等同于死亡率或DALY下降。
ncd_tobacco_policy_execution,NCD控烟政策执行,风险治理-控烟,who_smoking_rate_std,WHO年龄标准化吸烟率,other_intermediate,0.38,探索性证据,0.6065,0.1417187920292313,0.55,0.9495505369361257,1.0,0.573557248338582,机制/探索证据,只作机制解释、敏感性或探索材料。,12,5,3,4,0.0,0.0472395973430771,31,0.7982021477445026,政策包机制可解释，主要用于适配而非单独因果证明。,NCD控烟政策执行 -> WHO年龄标准化吸烟率：证据分=0.57，机制/探索证据；只作机制解释、敏感性或探索材料。,控烟路径有政策事件和风险结果支撑，适合作为准因果主线；仍需避免随机实验表述。
diet_salt_policy_execution,控盐膳食政策执行,风险治理-膳食控盐,dbd_high_sbp_per100k,高收缩压风险负担,direct_health_or_risk_burden,0.5700000000000001,政策适配候选,0.6335000000000001,0.049970272263816,0.55,0.9495505369361257,1.0,0.5725399999784614,机制/探索证据,只作机制解释、敏感性或探索材料。,12,5,4,3,0.0,0.016656757421272,31,0.7982021477445026,政策包机制可解释，主要用于适配而非单独因果证明。,控盐膳食政策执行 -> 高收缩压风险负担：证据分=0.57，机制/探索证据；只作机制解释、敏感性或探索材料。,该路径用于扩展政策组合，需与A/B/C压力画像和情景模拟共同解释。
diet_salt_policy_execution,控盐膳食政策执行,风险治理-膳食控盐,ncd_hypertension_control_pct,高血压控制率,service_coverage_intermediate,0.28,探索性证据,0.5175000000000001,0.2101064279559825,0.55,0.9495505369361257,1.0,0.5371231464461297,机制/探索证据,只作机制解释、敏感性或探索材料。,12,4,4,4,0.0,0.0700354759853275,31,0.7982021477445026,政策包机制可解释，主要用于适配而非单独因果证明。,控盐膳食政策执行 -> 高血压控制率：证据分=0.54，机制/探索证据；只作机制解释、敏感性或探索材料。,服务覆盖/能力路径可以说明政策响应改善，但不直接等同于死亡率或DALY下降。
mpower_tobacco_strong,MPOWER控烟强执行,风险治理-控烟,who_smoking_rate_std,WHO年龄标准化吸烟率,other_intermediate,0.0199999999999999,探索性证据,0.41600000000000004,0.3,0.7291666666666666,0.9495505369361257,1.0,0.522678387026946,机制/探索证据,只作机制解释、敏感性或探索材料。,12,3,3,6,0.0,0.1014889508704587,31,0.7982021477445026,控烟路径有政策-暴露-风险负担-缺口机制链。,MPOWER控烟强执行 -> WHO年龄标准化吸烟率：证据分=0.52，机制/探索证据；只作机制解释、敏感性或探索材料。,控烟路径有政策事件和风险结果支撑，适合作为准因果主线；仍需避免随机实验表述。
mpower_protect_smokefree_strong,MPOWER无烟环境保护强执行,风险治理-控烟,wdi_tobacco_use_pct,WDI当前烟草使用率,other_intermediate,0.28,探索性证据,0.48733333333333334,0.018753235203946495,0.7291666666666666,0.9495505369361257,1.0,0.5133864370116169,机制/探索证据,只作机制解释、敏感性或探索材料。,12,5,0,7,0.0,0.0062510784013155,31,0.7982021477445026,控烟路径有政策-暴露-风险负担-缺口机制链。,MPOWER无烟环境保护强执行 -> WDI当前烟草使用率：证据分=0.51，机制/探索证据；只作机制解释、敏感性或探索材料。,控烟路径有政策事件和风险结果支撑，适合作为准因果主线；仍需避免随机实验表述。
hypertension_policy_ready,高血压政策准备度提升,慢病服务-高血压,dbd_high_sbp_per100k,高收缩压风险负担,direct_health_or_risk_burden,0.28,探索性证据,0.5703,0.14828437608951778,0.45,0.6495505369361256,1.0,0.5111253976288307,机制/探索证据,只作机制解释、敏感性或探索材料。,12,4,6,2,0.0,0.0494281253631726,31,0.7982021477445026,机制链证据不足，保留为探索或情景模拟。,高血压政策准备度提升 -> 高收缩压风险负担：证据分=0.51，机制/探索证据；只作机制解释、敏感性或探索材料。,该路径用于扩展政策组合，需与A/B/C压力画像和情景模拟共同解释。
ncd_capacity_high,NCD综合能力高水平,综合治理能力,ncd_hypertension_control_pct,高血压控制率,service_coverage_intermediate,0.53,探索性证据,0.5691,0.016006998235305898,0.55,0.6495505369361256,1.0,0.5019902433936146,机制/探索证据,只作机制解释、敏感性或探索材料。,12,4,4,4,0.0,0.0053356660784353,31,0.7982021477445026,政策包机制可解释，主要用于适配而非单独因果证明。,NCD综合能力高水平 -> 高血压控制率：证据分=0.50，机制/探索证据；只作机制解释、敏感性或探索材料。,服务覆盖/能力路径可以说明政策响应改善，但不直接等同于死亡率或DALY下降。
diabetes_policy_ready,糖尿病政策准备度提升,慢病服务-糖尿病,gbd_rate_diabetes_kidney_per100k,糖尿病和肾病负担,direct_health_or_risk_burden,0.4700000000000001,探索性证据,0.556,0.06339544740356909,0.45,0.6495505369361256,1.0,0.4889722797522194,机制/探索证据,只作机制解释、敏感性或探索材料。,12,5,3,4,0.0,0.0211318158011897,31,0.7982021477445026,机制链证据不足，保留为探索或情景模拟。,糖尿病政策准备度提升 -> 糖尿病和肾病负担：证据分=0.49，机制/探索证据；只作机制解释、敏感性或探索材料。,该路径用于扩展政策组合，需与A/B/C压力画像和情景模拟共同解释。
diabetes_policy_ready,糖尿病政策准备度提升,慢病服务-糖尿病,dbd_high_glucose_per100k,高血糖风险负担,direct_health_or_risk_burden,0.62,探索性证据,0.556,0.031706018147817,0.45,0.6495505369361256,1.0,0.48358507677874146,机制/探索证据,只作机制解释、敏感性或探索材料。,12,5,3,4,0.0,0.010568672715939,31,0.7982021477445026,机制链证据不足，保留为探索或情景模拟。,糖尿病政策准备度提升 -> 高血糖风险负担：证据分=0.48，机制/探索证据；只作机制解释、敏感性或探索材料。,该路径用于扩展政策组合，需与A/B/C压力画像和情景模拟共同解释。
ncd_tobacco_policy_execution,NCD控烟政策执行,风险治理-控烟,delta_dbd_smoking_per100k,吸烟风险暴露负担年变化,direct_risk_burden_change,0.0199999999999999,探索性证据,0.4465,0.09005128776374549,0.55,0.9495505369361257,1.0,0.4783737726134493,机制/探索证据,只作机制解释、敏感性或探索材料。,12,3,5,4,0.0,0.0300170959212485,31,0.7982021477445026,政策包机制可解释，主要用于适配而非单独因果证明。,NCD控烟政策执行 -> 吸烟风险暴露负担年变化：证据分=0.48，机制/探索证据；只作机制解释、敏感性或探索材料。,控烟路径有政策事件和风险结果支撑，适合作为准因果主线；仍需避免随机实验表述。
diabetes_policy_ready,糖尿病政策准备度提升,慢病服务-糖尿病,ncd_diabetes_treatment_pct,糖尿病治疗覆盖率,service_coverage_intermediate,0.43,探索性证据,0.486,0.11743486224051658,0.45,0.6495505369361256,1.0,0.46035898027450034,机制/探索证据,只作机制解释、敏感性或探索材料。,12,4,3,5,0.0,0.0391449540801722,31,0.7982021477445026,机制链证据不足，保留为探索或情景模拟。,糖尿病政策准备度提升 -> 糖尿病治疗覆盖率：证据分=0.46，机制/探索证据；只作机制解释、敏感性或探索材料。,服务覆盖/能力路径可以说明政策响应改善，但不直接等同于死亡率或DALY下降。
ncd_capacity_high,NCD综合能力高水平,综合治理能力,ncd_hypertension_treatment_pct,高血压治疗覆盖率,service_coverage_intermediate,0.43,探索性证据,0.4646,0.09345083947787129,0.55,0.6495505369361256,1.0,0.45872569640485067,机制/探索证据,只作机制解释、敏感性或探索材料。,12,4,3,5,0.0,0.0311502798259571,31,0.7982021477445026,政策包机制可解释，主要用于适配而非单独因果证明。,NCD综合能力高水平 -> 高血压治疗覆盖率：证据分=0.46，机制/探索证据；只作机制解释、敏感性或探索材料。,服务覆盖/能力路径可以说明政策响应改善，但不直接等同于死亡率或DALY下降。
mpower_comprehensive_package_high,MPOWER综合控烟政策包高水平,风险治理-控烟,wdi_tobacco_use_pct,WDI当前烟草使用率,other_intermediate,0.0199999999999999,探索性证据,0.372,0.058597244458261505,0.7291666666666666,0.9495505369361257,1.0,0.4578799185848504,机制/探索证据,只作机制解释、敏感性或探索材料。,12,3,2,7,0.0,0.0195324148194205,31,0.7982021477445026,控烟路径有政策-暴露-风险负担-缺口机制链。,MPOWER综合控烟政策包高水平 -> WDI当前烟草使用率：证据分=0.46，机制/探索证据；只作机制解释、敏感性或探索材料。,控烟路径有政策事件和风险结果支撑，适合作为准因果主线；仍需避免随机实验表述。
hypertension_policy_ready,高血压政策准备度提升,慢病服务-高血压,ncd_hypertension_treatment_pct,高血压治疗覆盖率,service_coverage_intermediate,0.28,探索性证据,0.44780000000000003,0.17814601611276568,0.45,0.6495505369361256,1.0,0.4500518764327827,机制/探索证据,只作机制解释、敏感性或探索材料。,12,4,3,5,0.0,0.0593820053709219,31,0.7982021477445026,机制链证据不足，保留为探索或情景模拟。,高血压政策准备度提升 -> 高血压治疗覆盖率：证据分=0.45，机制/探索证据；只作机制解释、敏感性或探索材料。,服务覆盖/能力路径可以说明政策响应改善，但不直接等同于死亡率或DALY下降。
